Brand_Name,Train RMSE,Train MAE,Train R2,Train MAPE (%),Validation RMSE,Validation MAE,Validation R2,Validation MAPE (%),Test RMSE,Test MAE,Test R2,Test MAPE (%),Model
3m,0.2357022838760089,0.14640464702371545,0.9999780703191731,0.18884628813549928,1.7507137226682632,1.059436737079795,0.9828462995733932,1.22725708791461,1.2790758838369467,0.8459887607073522,0.997128339560291,0.750528066059552,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
adidas,0.19419031541271903,0.10977799073026988,0.9999838250940672,0.18230251373068687,0.7969729734400642,0.5271469519657148,0.9922479880720119,0.6001402106908259,0.9620506348004941,0.6579642175471598,0.9914509984693819,0.5545640737195818,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
adobe,0.7435606555485492,0.32341709177067846,0.9999761901265134,0.30566043160391254,4.837575825469646,3.8290879741972743,0.9974342068160659,0.8348275425755173,4.882460067803562,3.537580420726963,0.9947421961883927,0.7146524203284779,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
airbnb,0.9856329378677562,0.7116618656828948,0.9990243116999425,0.4915366207938703,2.1147897284891375,1.5977518220269462,0.975223044702759,1.2729744404766505,2.215991003815438,1.6768867209734697,0.9751211434897722,1.233260066409037,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
amazon,0.2871834183473287,0.11949568313288524,0.9999662219777933,0.45880249996820754,1.2288329490673724,0.9738878559766485,0.9957601703892968,0.8170072870132288,21.47398248891212,13.999286310493895,-0.0744157708675568,6.562360385783293,"RandomForestRegressor(max_depth=17, max_features='log2', min_samples_split=6,
                      n_estimators=500, n_jobs=-1, random_state=42)"
amd,0.23627499361565757,0.10884460742056405,0.9999282183616321,0.5371020973016991,1.5711535479544423,1.1204482665605555,0.9920892106975856,1.0871036336883415,13.271936576578145,8.078757059804195,0.7714045941099333,4.8218847718677385,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
american eagle outfitters,0.05510086218441364,0.0344740032793913,0.9999106233833673,0.3299403863846228,0.14577920196532468,0.11106794732474512,0.9967118257765135,0.7310605125083371,0.2019458443995433,0.15203755567137545,0.9975944583467767,0.8310056979739575,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
american express,0.23840134265678156,0.13159120212566036,0.9999627365463835,0.2404077047666289,1.2543640812376953,0.967640858095008,0.9857167476279887,0.5927154781694906,78.43280793418865,70.39695505177612,-4.049528381325258,25.897985763250592,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
apple,0.26445001729940104,0.13214978140838957,0.9999619065667659,1.1789256871200673,8.566441793340744,5.599002837753755,0.755893061314871,2.998888611880687,44.680915948186026,38.4873447853504,-2.4877308788322967,17.029167146713327,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
block,0.9549273184961921,0.6316769837621931,0.9998334771376568,0.8311290880356654,1.0165514211478943,0.8102469389782762,0.9919239892781893,1.289216397268373,1.1551293324815197,0.878933343527194,0.987799690389606,1.1830860737856008,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
bmw group,0.11957902841661412,0.07420674369512259,0.9999456547442482,0.13564063596784615,10.910711675575806,7.374266359890635,-0.1947762799158177,6.543995146921011,4.88035523068618,2.6777100116848103,0.8106405070391272,2.634175932929773,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
chipotle,2.5266710432254627,1.3659527027206393,0.9999706927371421,0.30071104849877145,144.50461504028564,93.74398364596802,0.6203535335516148,4.422411350773056,536.4345030702999,290.5588322101358,0.8266664105281294,32.873526923339334,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
cisco,0.09345189420976634,0.0519498127095211,0.99994795225178,0.23071999716675656,0.24975638844056383,0.1906806534412119,0.9927794426636514,0.37807953682894857,1.662983779227053,0.9177393743722023,0.920785118399232,1.5258591526792498,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
coinbase,1.7070755044284946,1.2165214975878218,0.99968217972226,0.8489273161576305,6.168482479818854,3.679488805480185,0.9519212956303941,4.053333277713837,7.6162283113909135,5.675545942777916,0.9759569569576139,2.64176711889669,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
colgate palmolive,0.08836844127063453,0.056346055115511336,0.9999823497225145,0.15272707911917172,0.2943618193435603,0.2346439290583478,0.9883833194263395,0.31514226943110946,13.911440425231866,12.41503993806938,-3.690940896970244,12.952074967773486,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
costco,0.6801280681244525,0.29893104847493573,0.9999730203739503,0.24985622396355758,14.746898378014224,6.404655933910684,0.878359868359722,1.088383885720308,312.8123201274925,294.5482774537533,-7.882869715871724,32.6831600723658,"RandomForestRegressor(max_depth=19, max_features='log2', min_samples_split=5,
                      n_estimators=500, n_jobs=-1, random_state=42)"
crocs,0.2689642603190153,0.1328565020578329,0.9999221172352754,0.5567267871083348,2.071564274891818,1.5529457002472888,0.9826571468430881,1.401572088482535,1.980357384548737,1.4908762227417087,0.9886121922294291,1.2545873567493935,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
delta air lines,0.12191770964137018,0.08241721778289546,0.999949306842943,0.37469217768094515,0.27144785268648375,0.21042927690602597,0.9962992595268756,0.5476188449855656,2.0095233657748666,1.051544058503145,0.9497987668583175,1.768754951427751,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
fedex,0.3622628166842986,0.2243946158682912,0.9999684945711161,0.2134034441057899,1.63808312188077,1.1549753989585698,0.9956730580837323,0.5018005201737248,2.807900080370587,1.8291940929494828,0.9869014366974251,0.6766651970773921,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
foot locker,0.1027230184198064,0.060973660682773316,0.9999605098928553,0.29242710524269466,0.44179548979363253,0.3214854859030299,0.9975053414624375,1.1701186100464385,0.5083706977043547,0.30798602115989887,0.9903927283832692,1.3950024939984438,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
google,0.17242120945301062,0.08615173713625877,0.9999757147699054,0.23539138327663456,1.066960589982087,0.8185076085259989,0.9956178461579626,0.7016480484799532,25.387091897635294,20.908992907727853,-1.4821897015975094,11.790462219168651,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
hershey company,0.2596980670158164,0.1311547785005371,0.999974195032232,0.20089649800191556,14.862033782729133,9.472435988870092,0.7217142794976978,3.793129559297872,2.627225105704772,2.040731693250756,0.9668467581431073,1.1404545024835377,"RandomForestRegressor(max_depth=19, max_features='log2', min_samples_split=5,
                      n_estimators=500, n_jobs=-1, random_state=42)"
hilton,0.3010810504293867,0.19606903361708888,0.9999156064750339,0.23786766023758976,6.162747938743152,2.7443823327218912,0.7018717863117092,1.6444319148219861,71.82561658316723,68.28664724800372,-9.266580745229637,29.718287661728425,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
honda,0.04594379280507145,0.03238719320779048,0.9999328761452929,0.14487616382797308,0.17779483254763453,0.09696465831726821,0.9969575929363851,0.31653596280108787,0.4939823534119054,0.22695420781050438,0.9733094349546272,0.6765968708325396,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
johnson & johnson,0.16181202467095396,0.09561465781199854,0.9999859496454601,0.14509590666213515,0.7648351018849853,0.5744150222500785,0.9891604857047541,0.3645642276621913,0.9069009271438997,0.6641636068530725,0.9815053648703806,0.43489499199481374,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
jpmorgan chase & co,0.1797862968449066,0.10478149005883516,0.9999765338381601,0.24154696032862338,1.4179656266074274,0.90349884359818,0.9770829308102159,0.6205136398752796,65.70060253013533,59.10026364781455,-4.288986534785657,25.646819325180353,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
logitech,0.17740334778430383,0.11146339466060398,0.9999433619652807,0.6791500305998581,0.583727357333872,0.44065368867416993,0.9971826611404562,0.6770684716658953,0.7895962855523113,0.5724797517062209,0.9878759103395044,0.66237309287217,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
lvmh,0.18471407245222143,0.10159625987069397,0.9999793038469609,0.2595263949687112,15.933559510628749,11.785858782367304,0.020283131658556885,6.449715182626267,6.125115867977157,3.131327944996994,0.8969426817484255,1.886569664634364,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
marriott,0.2572540459729136,0.14082297072786903,0.9999685687527816,0.28624844009801487,16.151931613592176,11.000377120031484,0.17548593030118453,5.447393011796771,75.94601879707373,72.70751788244164,-10.746112128997936,28.344150706599603,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
mastercard,0.5423374184200637,0.2698631723669252,0.9999790477321762,0.26498379737779804,15.42367253296518,10.543575967842298,0.4150608517889388,2.610113548977635,119.83377377368558,112.36168885184927,-7.054991321947126,22.15385057845808,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
mcdonald's,0.25331712049466865,0.12950905329264187,0.9999870081297876,0.186326433752668,14.64263438826257,11.38453340958943,-0.09575650929791535,3.97611373230232,26.556242239475672,22.059425238680458,-1.0564464582308473,7.3650453389106865,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
microsoft,0.4864228225366489,0.27027650363182404,0.9999596113502444,0.5831462516283092,15.145443241035574,8.021334595820184,0.8626444700841425,2.282008171854123,87.81075722555521,85.3955566549565,-15.670026315127672,20.27299938343667,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
netflix,1.1441905212561172,0.4888714881100994,0.9999534604748125,0.5155075734884841,4.658604644802194,3.5081404094430644,0.992717439667139,0.8900856175025227,191.74475059558978,124.09700467521898,-0.18534890908031554,13.022700455713851,"RandomForestRegressor(max_depth=19, max_features='log2', min_samples_split=5,
                      n_estimators=500, n_jobs=-1, random_state=42)"
nike,0.1718475464666756,0.08342015217049621,0.9999816168802433,0.24073098286242672,0.7789613783943851,0.6001364492318503,0.9941218677541062,0.5347114837477334,0.7905874263065924,0.5469969500038021,0.9961679264246015,0.7103837872354289,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
nintendo,0.03660192831433435,0.0252278810863918,0.999901530351772,0.4490538028569558,0.0576002256559095,0.04561959322518361,0.9927551604368215,0.42801607840457806,1.2936661382857217,0.5943304976284767,0.6589207473175487,3.230020394746265,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
nordstrom,0.09975048759884035,0.06636926277276306,0.9999542639947745,0.2954166705479202,0.21171060044689954,0.16298903875630608,0.9935821467709446,0.9597900876561665,0.15291314100475473,0.10542525276598998,0.9949053714467986,0.5033604280111659,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
nvidia,0.4401742537461743,0.13687749385199008,0.9999409575455127,0.4662217047720992,71.59431110403074,43.317045844337215,0.7881270416988624,15.303002093232395,3.012206128319978,2.0684619267386215,0.9844662515353467,1.933817229531643,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
peloton,0.730487509310268,0.49979598571944167,0.9997329088205613,1.0736783014646332,1.4799996245670375,1.0398630409057714,0.7360463954391302,18.358135526548345,2.8684840276617303,2.3409150168957935,-0.8261139569681852,57.4737199144018,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
philips,0.06348123078535549,0.044961469910192856,0.99996108546601,0.21017520794087596,0.09666997030667644,0.07154456284319834,0.9976848872725542,0.3733046064232503,0.15351857848676265,0.09619277501381082,0.9976934488992429,0.3691962142802269,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
pinterest,0.35522896524182457,0.2229764585681095,0.9996782496876135,0.6166739350061572,0.3021339233593786,0.2341225632041299,0.9925740756695925,0.8696453761228721,0.4777717606593114,0.3350719127354968,0.9901107236846425,0.9690367665610081,"RandomForestRegressor(max_depth=14, max_features='sqrt', min_samples_split=4,
                      n_estimators=500, n_jobs=-1, random_state=42)"
porsche,0.014904004290925012,0.009679348893703041,0.9999227725947019,0.18426374742514723,0.020137764314122744,0.015489797382938143,0.998177135873338,0.29668238319623186,0.021080983364545076,0.01551795406581996,0.9980093520259646,0.366977562920062,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
procter & gamble,0.1876509941808122,0.10318882819645289,0.9999707839545072,0.1830920880240582,0.6792808664167143,0.5278540398507799,0.9854443828595363,0.3591873800673244,11.881590284582353,10.475981597393083,-2.2937478446002264,6.201291289630262,"RandomForestRegressor(max_depth=19, max_features='log2', min_samples_split=5,
                      n_estimators=500, n_jobs=-1, random_state=42)"
puma,0.2917590783271053,0.1422312210939434,0.9999024729979096,0.23931375129908755,0.5690567112264073,0.41291664184568255,0.99020271982376,0.6912374673292787,1.6433173400790293,0.7999485059004368,0.964612843815537,2.216760764352376,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
roblox,0.8120611804935375,0.5471734153909825,0.9989949151531335,0.9120036100554939,0.6479762886523595,0.5125247561514146,0.9870034874205136,1.4391329880392334,2.4386171291986694,1.5264624855657918,0.9599925757719495,2.7644366409468457,"RandomForestRegressor(max_depth=14, max_features='sqrt', min_samples_split=4,
                      n_estimators=500, n_jobs=-1, random_state=42)"
salesforce / slack,0.4809961859010361,0.23552102526108112,0.9999572178450576,0.37893455887606253,1.6316723691849366,1.3087776857169116,0.9962541553396255,0.6488051652126822,17.441489855497903,9.906258361750297,0.7096923102751185,3.0634685100384926,"RandomForestRegressor(max_depth=14, max_features='sqrt', min_samples_split=4,
                      n_estimators=500, n_jobs=-1, random_state=42)"
shopify,0.430930407570048,0.21981744524840385,0.9999129192005324,0.5178987886285331,1.1072956661609188,0.8803661745116717,0.9888944543213563,1.5624339029923398,1.487371161302735,1.057018409418422,0.9937281436942874,1.2623634932890149,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
southwest airlines,0.0935929102142053,0.05667966950585061,0.9999683961784286,0.24723315004225008,0.34568500483802317,0.25870436549615994,0.9921771576001381,0.8986206016364714,0.378630599081262,0.26793417353356935,0.9782372287225818,0.9222794616892082,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
spotify,1.371537693039061,1.009554333001533,0.9995805975236365,0.5802708769496662,1.8035542227385608,1.312346413791487,0.9949080479988027,0.9138525180161408,130.1196088313906,81.80599682634234,-0.002571883229929739,15.131277749911707,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
starbucks,0.12456973163836348,0.06361302553279842,0.9999830289231275,0.2496565056614817,0.678013959458494,0.5257815495798126,0.9821420547631662,0.5275432820603566,0.9864792362842906,0.6523286604779703,0.9902676381817558,0.7206971768638845,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
target,0.2704587793905907,0.1474731455996224,0.9999700366068703,0.27254157662185247,2.4119792462838814,1.859110954116801,0.9849796085259792,1.4003193996842183,2.0533917186540807,1.4301673313686238,0.9900010722893329,1.1000408484165294,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
tesla,0.8326583190396957,0.31748442930887516,0.999923998047139,0.5134884182582523,3.5615719326359345,2.828773506155718,0.9927689684881388,1.3665932154507026,13.534167561456517,6.875778969949891,0.9713785059152881,2.146935529318401,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
the coca-cola company,0.0655398949114704,0.041998649359353296,0.9999779527851983,0.16829181526523243,0.25772710984267255,0.1923931214230017,0.9916564685755387,0.32596503310778674,4.806392385594961,3.2806002299200037,-0.07210081733796248,4.695045948171112,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
the home depot,0.4053548252722026,0.18771619700187633,0.9999800417681366,0.23623694364080847,2.4140158816040254,1.866233809198896,0.9829608387004947,0.6036051112799206,11.95514637163619,7.660680321362826,0.8131434805270497,1.9251896150761936,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
the walt disney company,0.2657580991080017,0.14170325153586183,0.9999677783894675,0.250104321444265,0.8680991746818572,0.6722987106046947,0.9877179466475697,0.734721486998489,0.8420449869868054,0.5416562149309754,0.9927438433142186,0.5350694614307187,"RandomForestRegressor(max_depth=19, max_features='log2', min_samples_split=5,
                      n_estimators=500, n_jobs=-1, random_state=42)"
toyota,0.19002395047354528,0.12694792521686615,0.9999739720295352,0.14623802277099482,0.907450774412761,0.6486827584909576,0.997778310030025,0.39622546976782147,14.078176290453465,7.145933764574733,0.6034653121826798,3.1391060465265297,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
uber,0.22089051090504344,0.15468010204125876,0.9994910961277039,0.4320228313546783,0.6061979291213608,0.4372748383144861,0.9955902453478104,0.9983412849032633,13.453875738205866,12.03465914184801,-3.204578964803229,16.15108068930108,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
ubisoft,0.03416993277148488,0.01808876345670507,0.9999709351618895,0.20961908891108322,0.07418742024628193,0.04995639784938496,0.9873920262229514,0.9696067969055104,0.07493298461268774,0.04984824310610269,0.9941415164116719,1.4691745682885289,"RandomForestRegressor(max_depth=13, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
unilever,0.05085397306834563,0.030607684158260463,0.9999889620624071,0.13088120051913396,0.14241607857890318,0.10925447129208306,0.996033694191283,0.2195320553637948,3.8957780365173282,2.643800588945497,0.46846880435081506,4.277942997281071,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
visa,0.5257338518592608,0.33252123187243127,0.9999461718586815,0.4843427003682077,5.002586917668392,3.029715994053707,0.8090360812762978,1.2361518075940292,64.2718568561478,56.64192047750144,-3.304734112546101,18.214323200417002,"RandomForestRegressor(max_depth=9, max_features='log2', n_estimators=500,
                      n_jobs=-1, random_state=42)"
zoom video communications,1.9007502362882036,1.130274055518014,0.9997865239091625,0.5591029191578647,1.1366223078692297,0.8189683745125476,0.9292647415480073,1.2314335541369739,2.4771555713904903,1.5909767745414334,0.9270335734444402,2.5356709718389845,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
zoominfo,0.3641240542774395,0.26347071706172775,0.9988287054297905,0.5580743821323246,8.59432937198235,7.358635863909646,-2.355162582679178,41.60176336409502,17.17211531605242,16.976306931121442,-43.374892669278196,154.17765186269799,"RandomForestRegressor(max_depth=15, max_features='sqrt', n_estimators=500,
                      n_jobs=-1, random_state=42)"
